author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Анна Долгополова;realtor;https://balashikha.cian.ru/sale/flat/305842470/;Балашиха;sale;flat;4;5;1;18.8;3690000;;шоссе Энтузиастов;77;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651092/;Балашиха;sale;flat;5;22;2;58.2;10717035;; Бояринова;36;Ольгино;Новоград Павлино
ID 122991250;homeowner;https://balashikha.cian.ru/sale/flat/308520376/;Балашиха;sale;flat;16;22;2;66.9;10800000;;шоссе Косинское;1;Ольгино;Новоград Павлино
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/305671930/;Балашиха;sale;flat;12;17;1;39.1;5600700;; Лесопарковая;18;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308661918/;Балашиха;sale;flat;15;17;2;59.23;11916294;;;к8;Щёлковская;Квартал Авиаторов ЖК
ID 114641054;homeowner;https://balashikha.cian.ru/sale/flat/300017134/;Балашиха;sale;flat;8;16;1;48.0;8500000;; Юбилейная;4к5;Железнодорожная;
Гранд недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/298619869/;Балашиха;sale;flat;4;5;1;33.0;4999999;; Пушкина;6Б;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651093/;Балашиха;sale;flat;16;22;2;43.4;10219041;; Бояринова;36;Ольгино;Новоград Павлино
ID 15652015;homeowner;https://balashikha.cian.ru/sale/flat/295321664/;Балашиха;sale;flat;10;17;2;64.0;9200000;; Речная;16;Кучино;Южное Кучино 2
Динара Чайка;realtor;https://balashikha.cian.ru/sale/flat/308863593/;Балашиха;sale;flat;1;4;1;30.9;5500000;;Леоновское шоссе;9;Кучино;
Абсолют Недвижимость;representative_developer;https://balashikha.cian.ru/sale/flat/304783194/;Балашиха;sale;flat;22;22;2;33.9;5939342;;;к8;Некрасовка;Новоград Павлино
ID 72659106;homeowner;https://balashikha.cian.ru/sale/flat/256272579/;Балашиха;sale;flat;8;17;1;40.3;7000000;; Граничная;26;Ольгино;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307591080/;Балашиха;sale;flat;4;5;1;37.0;5399999;; Ленина;5;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308650955/;Балашиха;sale;flat;7;22;1;37.03;6588443;;;;Некрасовка;Новоград Павлино
ID 77079560;homeowner;https://balashikha.cian.ru/sale/flat/299500883/;Балашиха;sale;flat;9;25;1;41.0;7150000;; Демин луг;6/5;Салтыковская;Новое Измайлово
Простор-недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/305602722/;Балашиха;sale;flat;10;15;1;24.0;4650000;; Яганова;12;Щёлковская;Пехра
EstateLiga;real_estate_agent;https://balashikha.cian.ru/sale/flat/308231749/;Балашиха;sale;flat;10;15;1;24.0;4650000;; Яганова;12;Щёлковская;Пехра
Елена Дудченко;realtor;https://balashikha.cian.ru/sale/flat/306858168/;Балашиха;sale;flat;1;9;1;34.8;4650000;;Комсомольская ;12;Салтыковская;
МИРА;real_estate_agent;https://balashikha.cian.ru/sale/flat/308130010/;Балашиха;sale;flat;4;20;1;25.0;4749999;; Бояринова;9;Ольгино;Новоград Павлино
Рушан Измайлов;realtor;https://balashikha.cian.ru/sale/flat/301847360/;Балашиха;sale;flat;16;23;1;32.5;4700000;; Романычева;3;Ольгино;Новоград Павлино
Восток - Дом;real_estate_agent;https://balashikha.cian.ru/sale/flat/304118856/;Балашиха;sale;flat;16;17;1;21.1;4750000;; Безымянная;4;Железнодорожная;
Анжела Сенаторова;realtor;https://balashikha.cian.ru/sale/flat/308367235/;Балашиха;sale;flat;3;5;1;30.3;4750000;;шоссе Саввинское;21;Железнодорожная;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/308099212/;Балашиха;sale;flat;1;2;2;44.0;4800000;;Комсомольская ;16;Салтыковская;
Татьяна Чернышевская;realtor;https://balashikha.cian.ru/sale/flat/307742945/;Балашиха;sale;flat;4;5;1;35.0;4800000;; Пионерская;12А;Железнодорожная;
EstateLiga;real_estate_agent;https://balashikha.cian.ru/sale/flat/308359821/;Балашиха;sale;flat;4;25;1;29.4;4800000;; Яганова;9;Щёлковская;Пехра
Русь;real_estate_agent;https://balashikha.cian.ru/sale/flat/305466885/;Балашиха;sale;flat;3;5;1;30.0;4800000;;проспект Ленина;50;Салтыковская;
DAVIDOV GROUP;real_estate_agent;https://balashikha.cian.ru/sale/flat/308325891/;Балашиха;sale;flat;15;25;1;31.0;4800000;; Яганова;12;Щёлковская;Пехра
ДИАЛОГ ВОСТОК-ЗАПАД;real_estate_agent;https://balashikha.cian.ru/sale/flat/300001955/;Балашиха;sale;flat;2;9;1;32.7;4800000;;Московский бульвар;3;Салтыковская;
АНПЛАНЕТА;real_estate_agent;https://balashikha.cian.ru/sale/flat/305820870/;Балашиха;sale;flat;2;12;1;41.0;4800000;;Спортивная ;10;Салтыковская;
Ольга Терентьева;realtor;https://balashikha.cian.ru/sale/flat/308059916/;Балашиха;sale;flat;18;25;1;35.9;4849999;; Яганова;9;Щёлковская;Пехра
Вариант;real_estate_agent;https://balashikha.cian.ru/sale/flat/308627087/;Балашиха;sale;flat;1;18;1;32.1;4850000;; Лесопарковая;18;Железнодорожная;
Веста;real_estate_agent;https://balashikha.cian.ru/sale/flat/300865948/;Балашиха;sale;flat;3;5;2;44.0;4850000;; Калинина;9;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/301014919/;Балашиха;sale;flat;3;9;1;33.0;4900000;;Спортивная ;6;Салтыковская;
Алина Рыбалова;realtor;https://balashikha.cian.ru/sale/flat/302331759/;Балашиха;sale;flat;3;5;1;30.0;4900000;; Карбышева;25;Кучино;
Русь;real_estate_agent;https://balashikha.cian.ru/sale/flat/301110863/;Балашиха;sale;flat;3;9;1;33.0;4900000;;Спортивная ;6;Салтыковская;
Юникор Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/307713593/;Балашиха;sale;flat;11;13;1;34.1;4900000;;проспект Ленина;30;Салтыковская;
Дом Гончарова;real_estate_agent;https://balashikha.cian.ru/sale/flat/306083725/;Балашиха;sale;flat;7;25;1;21.3;4900000;; Яганова;11;Щёлковская;Пехра
Риэл-Макс;real_estate_agent;https://balashikha.cian.ru/sale/flat/299914656/;Балашиха;sale;flat;18;18;2;32.9;4900000;; Главная;1;Железнодорожная;
Александр Кубышев;realtor;https://balashikha.cian.ru/sale/flat/305822096/;Балашиха;sale;flat;2;16;1;32.0;4900000;; Октябрьская;17;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307487556/;Балашиха;sale;flat;1;5;2;44.4;4999999;; Карбышева;27;Кучино;
Нина Коваленко;realtor;https://balashikha.cian.ru/sale/flat/308893760/;Балашиха;sale;flat;1;21;1;38.0;4990000;; Граничная;38;Ольгино;
М-С Юбилейная;real_estate_agent;https://balashikha.cian.ru/sale/flat/308225921/;Балашиха;sale;flat;1;5;2;45.8;4995000;; Морская;3;Железнодорожная;
КОЛИЗЕЙ;real_estate_agent;https://balashikha.cian.ru/sale/flat/308027141/;Балашиха;sale;flat;12;26;1;32.0;4990000;; Яганова;12;Щёлковская;Пехра
Магазин квартир;real_estate_agent;https://balashikha.cian.ru/sale/flat/307682983/;Балашиха;sale;flat;5;5;2;43.0;4950000;; Маяковского;21;Железнодорожная;
Юрий Морозов;realtor;https://balashikha.cian.ru/sale/flat/307830319/;Балашиха;sale;flat;2;5;2;42.3;4999999;; Пионерская;3;Железнодорожная;
Самолет Плюс Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/308631694/;Балашиха;sale;flat;1;4;1;32.0;5000000;; Свердлова;10;Салтыковская;
Дом Гончарова;real_estate_agent;https://balashikha.cian.ru/sale/flat/301308837/;Балашиха;sale;flat;4;9;1;33.0;5000000;;Московский бульвар;3;Салтыковская;
Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/308522968/;Балашиха;sale;flat;1;2;2;44.0;5000000;;Комсомольская ;16;Салтыковская;
DREAM HOUSE;real_estate_agent;https://balashikha.cian.ru/sale/flat/308859200/;Балашиха;sale;flat;1;9;1;32.8;5000000;; Некрасова;16;Кучино;
Доступная Недвижимость Офис Сретенский;real_estate_agent;https://balashikha.cian.ru/sale/flat/303914871/;Балашиха;sale;flat;3;3;1;31.0;5000000;; Почтовая;10;Кучино;
Татьяна Лобанова;realtor;https://balashikha.cian.ru/sale/flat/308059629/;Балашиха;sale;flat;11;17;1;34.0;5000000;мкр. Новое Павлино;шоссе Косинское;10;;Новоград Павлино
ЕГСН Продажа;real_estate_agent;https://balashikha.cian.ru/sale/flat/306912607/;Балашиха;sale;flat;15;25;1;34.1;5050000;; Яганова;3;Щёлковская;Пехра
Ирина Пономарева;realtor;https://balashikha.cian.ru/sale/flat/303630906/;Балашиха;sale;flat;4;5;1;35.1;5050000;; Крупской;9;Салтыковская;
White House Estate;real_estate_agent;https://balashikha.cian.ru/sale/flat/308960716/;Балашиха;sale;flat;9;9;1;33.0;5100000;;Советская ;7А;Салтыковская;
Самолет Плюс Подмосковье;real_estate_agent;https://balashikha.cian.ru/sale/flat/293613115/;Балашиха;sale;flat;9;9;1;33.0;5140000;; Пушкина;2;Железнодорожная;
Недвижимость на Советской;real_estate_agent;https://balashikha.cian.ru/sale/flat/291241338/;Балашиха;sale;flat;5;5;2;42.0;5100000;;Заречная ;11;Салтыковская;
МГСН;real_estate_agent;https://balashikha.cian.ru/sale/flat/308294890/;Балашиха;sale;flat;1;9;1;31.5;5100000;; Победы;18;Салтыковская;
МИЭЛЬ;real_estate_agent;https://balashikha.cian.ru/sale/flat/307768151/;Балашиха;sale;flat;5;12;1;33.0;5110000;;Первомайская ;3;Салтыковская;
Жанна Гончарова;realtor;https://balashikha.cian.ru/sale/flat/305233625/;Балашиха;sale;flat;6;9;1;26.8;5100000;;проспект Ленина;1;Салтыковская;
Виктория Колтунова;realtor;https://balashikha.cian.ru/sale/flat/302834960/;Балашиха;sale;flat;2;5;1;30.1;5100000;; Радио;69/24;Салтыковская;
ГОРОБМЕН;real_estate_agent;https://balashikha.cian.ru/sale/flat/305789689/;Балашиха;sale;flat;14;17;1;39.0;5300000;;Трубецкая ;108;Щёлковская;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/308908374/;Балашиха;sale;flat;4;5;1;38.0;5300000;; Мещера;17;Кучино;Сакраменто
Елена Петрова;realtor;https://balashikha.cian.ru/sale/flat/308757392/;Балашиха;sale;flat;2;22;1;34.3;5300000;; Романычева;1;Ольгино;Новоград Павлино
Недвижимость на Советской;real_estate_agent;https://balashikha.cian.ru/sale/flat/306672398/;Балашиха;sale;flat;3;10;1;32.3;5300000;;Солнечная ;5;Салтыковская;
ИНФИНИТИ;real_estate_agent;https://balashikha.cian.ru/sale/flat/305427724/;Балашиха;sale;flat;3;5;1;31.0;5300000;; Калинина;1;Железнодорожная;
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/301675973/;Балашиха;sale;flat;13;19;1;37.7;5300000;; Речная;16;Кучино;Южное Кучино 2
Галина Цопанова;realtor;https://balashikha.cian.ru/sale/flat/307913576/;Балашиха;sale;flat;8;9;1;32.8;5300000;; Фадеева;13;Кучино;
Светлана Крамлих;realtor;https://balashikha.cian.ru/sale/flat/308485213/;Балашиха;sale;flat;9;14;1;39.0;5300000;; Майкла Лунна;5;Щёлковская;
Твой дом МСК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307184013/;Балашиха;sale;flat;7;17;1;30.5;5300000;мкр. Саввино; Калинина;8;;Столичный
Мария Маркелова;realtor;https://balashikha.cian.ru/sale/flat/307807666/;Балашиха;sale;flat;1;5;2;42.5;5350000;;Советская ;9;Салтыковская;
АвиаН-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/304804788/;Балашиха;sale;flat;5;5;1;30.0;5350000;; Маяковского;19;Железнодорожная;
Вера Кононова;realtor;https://balashikha.cian.ru/sale/flat/308490640/;Балашиха;sale;flat;5;10;1;41.3;5350000;; Детская;11;Железнодорожная;
Любовь Язубова;realtor;https://balashikha.cian.ru/sale/flat/307127769/;Балашиха;sale;flat;2;3;1;30.1;5350000;;Овражная ;6;Салтыковская;
EstateLiga;real_estate_agent;https://balashikha.cian.ru/sale/flat/308497528/;Балашиха;sale;flat;1;5;2;46.0;5350000;; Пролетарская;46;Железнодорожная;
МИЭЛЬ;real_estate_agent;https://balashikha.cian.ru/sale/flat/307042530/;Балашиха;sale;flat;4;5;2;43.8;5350000;; Пионерская;5;Кучино;
Вячеслав Максименко;realtor;https://balashikha.cian.ru/sale/flat/307852285/;Балашиха;sale;flat;4;14;1;36.0;5350000;;Солнечная ;2;Салтыковская;
Этажи Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/307716864/;Балашиха;sale;flat;3;17;1;32.0;5400000;; Безымянная;14;Железнодорожная;
Самолет Плюс Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/302405501/;Балашиха;sale;flat;21;22;1;32.9;5400000;; Бояринова;11;Ольгино;Новоград Павлино
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/308184969/;Балашиха;sale;flat;6;10;1;36.5;5400000;; 1 Мая;11;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307092841/;Балашиха;sale;flat;2;2;2;37.0;5400000;;Новая ;5;Кучино;
i-deal;real_estate_agent;https://balashikha.cian.ru/sale/flat/308426529/;Балашиха;sale;flat;20;22;1;29.8;5400000;; Бояринова;15;Ольгино;Новоград Павлино
Хоум Групп;real_estate_agent;https://balashikha.cian.ru/sale/flat/302125977/;Балашиха;sale;flat;2;5;2;42.3;5400000;; Терешковой;17;Салтыковская;
Илья Воробьев;realtor;https://balashikha.cian.ru/sale/flat/305902373/;Балашиха;sale;flat;4;5;2;44.0;5400000;; Мира;5;Салтыковская;
PROнедвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/308335308/;Балашиха;sale;flat;4;14;1;37.3;5400000;;Московский бульвар;2;Салтыковская;
Сергей Солдатов;realtor;https://balashikha.cian.ru/sale/flat/289730291/;Балашиха;sale;flat;13;17;1;34.0;5400000;;;к31;Ольгино;
Елена Закарая;realtor;https://balashikha.cian.ru/sale/flat/306886058/;Балашиха;sale;flat;14;17;1;33.27;5400000;;Трубецкая ;2Б;Щёлковская;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307953466/;Балашиха;sale;flat;1;5;1;30.0;5490000;; Смельчак;3;Кучино;
ГОРОБМЕН;real_estate_agent;https://balashikha.cian.ru/sale/flat/305017728/;Балашиха;sale;flat;7;9;1;35.0;5450000;; 40 лет Победы;10;Салтыковская;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/305872751/;Балашиха;sale;flat;14;17;1;38.0;5450000;; Юбилейная;32;Железнодорожная;
Лариса Поликарпова;realtor;https://balashikha.cian.ru/sale/flat/307045445/;Балашиха;sale;flat;1;9;2;43.1;5450000;;Первомайская ;19;Салтыковская;
Виктор Орешков;realtor;https://balashikha.cian.ru/sale/flat/300113167/;Балашиха;sale;flat;6;9;2;34.0;5495000;; Маяковского;20;Железнодорожная;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/298146575/;Балашиха;sale;flat;7;10;1;33.1;5500000;; Пионерская;27;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/308411038/;Балашиха;sale;flat;5;22;1;32.4;5500000;; Романычева;3;Кучино;Новоград Павлино
МИЭЛЬ - Офис в Железнодорожном;real_estate_agent;https://balashikha.cian.ru/sale/flat/307409979/;Балашиха;sale;flat;8;22;1;32.7;5500000;; Бояринова;11;Ольгино;Новоград Павлино
ИНФИНИТИ;real_estate_agent;https://balashikha.cian.ru/sale/flat/306071127/;Балашиха;sale;flat;17;21;1;31.1;5500000;; Бояринова;19;Ольгино;Новоград Павлино
Комета Эстейт;real_estate_agent;https://balashikha.cian.ru/sale/flat/305912630/;Балашиха;sale;flat;4;4;1;32.5;5599000;;;21;Никольское;
Елизавета Кондрашова;realtor;https://balashikha.cian.ru/sale/flat/298431919/;Балашиха;sale;flat;9;19;1;37.5;5550000;; Троицкая;4;Ольгино;Новое Павлино
АвиаН-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/302685261/;Балашиха;sale;flat;20;25;1;33.3;5500000;; Яганова;3;Щёлковская;Пехра
Динара Галлямова;realtor;https://balashikha.cian.ru/sale/flat/302511646/;Балашиха;sale;flat;1;5;2;44.6;5500000;;шоссе Энтузиастов;45;Салтыковская;
Региональное;real_estate_agent;https://balashikha.cian.ru/sale/flat/305324070/;Балашиха;sale;flat;2;9;2;42.0;5500000;; Некрасова;15/1;Кучино;
Самолет плюс;real_estate_agent;https://balashikha.cian.ru/sale/flat/307703278/;Балашиха;sale;flat;1;14;1;39.5;5500000;;;25;Ольгино;
Новый Ключ;real_estate_agent;https://balashikha.cian.ru/sale/flat/302785644/;Балашиха;sale;flat;4;5;2;45.6;5500000;; Транспортная;4;Железнодорожная;
Светлана Попова;realtor;https://balashikha.cian.ru/sale/flat/302737130/;Балашиха;sale;flat;2;19;1;38.0;5550000;; Речная;12;Кучино;Южное Кучино 2
Лидия Баранчукова;realtor;https://balashikha.cian.ru/sale/flat/307045908/;Балашиха;sale;flat;5;5;2;44.9;5500000;; Юлиуса Фучика;2к6;Кучино;
Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/308418623/;Балашиха;sale;flat;23;25;1;37.0;5500000;; Яганова;9;Щёлковская;Пехра
ВАШ ДОМ;real_estate_agent;https://balashikha.cian.ru/sale/flat/304163269/;Балашиха;sale;flat;3;21;1;34.6;5500000;; Граничная;38;Ольгино;
Best Insurance;real_estate_agent;https://balashikha.cian.ru/sale/flat/299861168/;Балашиха;sale;flat;13;23;1;33.0;5500000;; Романычева;3;Ольгино;Новоград Павлино
Альянс-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/307584370/;Балашиха;sale;flat;5;9;1;35.0;5500000;; Калинина;8;Салтыковская;
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/294969016/;Балашиха;sale;flat;13;19;1;37.8;5500000;; Речная;16;Кучино;Южное Кучино 2
Илья Кашичкин;realtor;https://balashikha.cian.ru/sale/flat/304567519/;Балашиха;sale;flat;9;12;1;34.7;5599000;;шоссе Энтузиастов;54;Кучино;
МИРА;real_estate_agent;https://balashikha.cian.ru/sale/flat/308267934/;Балашиха;sale;flat;10;21;2;37.0;5649999;; Бояринова;19;Ольгино;Новоград Павлино
МИЭЛЬ - Офис в Железнодорожном;real_estate_agent;https://balashikha.cian.ru/sale/flat/307399876/;Балашиха;sale;flat;9;18;1;30.7;5600000;;бульвар Спасский;1;Железнодорожная;Столичный
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/306672787/;Балашиха;sale;flat;10;15;1;32.2;5600000;; Яганова;12;Щёлковская;Пехра
Самолет Плюс Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/299565210/;Балашиха;sale;flat;7;9;2;48.5;5600000;;;19;Ольгино;
Руслана Ерошенко;realtor;https://balashikha.cian.ru/sale/flat/299096497/;Балашиха;sale;flat;10;16;1;39.0;5600000;; Центральная;10;Кучино;
Юникор Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/301577462/;Балашиха;sale;flat;2;5;2;43.1;5600000;;проспект Ленина;66;Салтыковская;
ОкругА;real_estate_agent;https://balashikha.cian.ru/sale/flat/298489253/;Балашиха;sale;flat;3;17;1;32.0;5620000;; Безымянная;14;Железнодорожная;
Екатерина Васильева;realtor;https://balashikha.cian.ru/sale/flat/306422438/;Балашиха;sale;flat;17;18;1;38.0;5600000;; Твардовского;22;Кучино;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/304860218/;Балашиха;sale;flat;3;17;1;36.0;5699999;; Струве;11;Железнодорожная;Центр-2
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/304871580/;Балашиха;sale;flat;5;5;2;42.2;5650000;;Советская ;13;Салтыковская;
Светлана Лушкина;realtor;https://balashikha.cian.ru/sale/flat/308249062/;Балашиха;sale;flat;8;21;1;36.0;5650000;; Бояринова;19;Ольгино;Новоград Павлино
Светлана Лушкина;realtor;https://balashikha.cian.ru/sale/flat/301469992/;Балашиха;sale;flat;8;21;2;36.2;5650000;; Бояринова;19;Ольгино;Новоград Павлино
МИЭЛЬ;real_estate_agent;https://balashikha.cian.ru/sale/flat/308068970/;Балашиха;sale;flat;3;5;2;40.4;5690000;; Калинина;3;Железнодорожная;
Восток - Дом;real_estate_agent;https://balashikha.cian.ru/sale/flat/297006406/;Балашиха;sale;flat;5;5;2;42.0;5650000;;шоссе Саввинское;23;Железнодорожная;
ОкругА;real_estate_agent;https://balashikha.cian.ru/sale/flat/297685573/;Балашиха;sale;flat;4;5;2;43.5;5650000;;проспект Ленина;60;Салтыковская;
ОКЕАН НЕДВИЖИМОСТИ;real_estate_agent;https://balashikha.cian.ru/sale/flat/308421471/;Балашиха;sale;flat;8;17;1;38.0;5690000;; Свердлова;38;Щёлковская;
ID 388546;realtor;https://balashikha.cian.ru/sale/flat/307956039/;Балашиха;sale;flat;7;9;1;28.7;5650000;;проспект Ленина;22;Салтыковская;
Нексона Эстейт;real_estate_agent;https://balashikha.cian.ru/sale/flat/308957172/;Балашиха;sale;flat;11;17;1;32.1;5700000;; Яганова;7;Щёлковская;Пехра
Сания Галиева;realtor;https://balashikha.cian.ru/sale/flat/307075768/;Балашиха;sale;flat;2;17;1;40.0;5700000;; Юбилейная;34;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/298804357/;Балашиха;sale;flat;4;9;1;38.0;5700000;; Адмирала Нахимова;10;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/308335220/;Балашиха;sale;flat;16;22;1;34.0;5800000;;шоссе Косинское;4;Ольгино;Новоград Павлино
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/306848060/;Балашиха;sale;flat;10;20;2;36.0;5800000;; Бояринова;19;Ольгино;Новоград Павлино
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/306711112/;Балашиха;sale;flat;2;6;1;30.9;5800000;;Школьная ;9;Салтыковская;Квартал Европа
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/303078381/;Балашиха;sale;flat;1;14;1;38.8;5800000;;;2;Кучино;
Недвижимость на Советской;real_estate_agent;https://balashikha.cian.ru/sale/flat/308543830/;Балашиха;sale;flat;5;25;1;44.0;5800000;; Чистопольская;28;Щёлковская;Эдельвейс-Комфорт
МИЭЛЬ - Офис в Железнодорожном;real_estate_agent;https://balashikha.cian.ru/sale/flat/307720978/;Балашиха;sale;flat;4;5;2;42.8;5800000;; Заводская;4;Ольгино;
Самолет Плюс МСК-Север;real_estate_agent;https://balashikha.cian.ru/sale/flat/306927536/;Балашиха;sale;flat;4;9;1;36.0;5800000;; Пионерская;5к2;Железнодорожная;
Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/306755158/;Балашиха;sale;flat;1;5;2;43.5;5849999;;шоссе Носовихинское;7;Ольгино;
Михаил Максимов;realtor;https://balashikha.cian.ru/sale/flat/298817936/;Балашиха;sale;flat;2;9;1;38.0;5800000;; Береговая;5;Ольгино;
Ольга Добротворская;realtor;https://balashikha.cian.ru/sale/flat/306311413/;Балашиха;sale;flat;7;9;1;32.0;5800000;; Победы;18;Салтыковская;
М-С Юбилейная;real_estate_agent;https://balashikha.cian.ru/sale/flat/294730864/;Балашиха;sale;flat;2;14;1;39.0;5800000;;;39;Ольгино;
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/305589945/;Балашиха;sale;flat;15;24;1;37.1;5800000;;проспект Героев;3;Железнодорожная;
Сергей Антонов;realtor;https://balashikha.cian.ru/sale/flat/308203676/;Балашиха;sale;flat;13;22;1;45.1;5800000;; Чистопольская;28;Щёлковская;Эдельвейс-Комфорт
Яна Мокрополова;realtor;https://balashikha.cian.ru/sale/flat/307451192/;Балашиха;sale;flat;7;27;1;37.3;5800000;; Дмитриева;14;Щёлковская;Алексеевская роща
Анатолий Василькин;realtor;https://balashikha.cian.ru/sale/flat/308536352/;Балашиха;sale;flat;7;9;1;33.0;5800000;; Юбилейная;4к1;Железнодорожная;
Этажи Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/307892749/;Балашиха;sale;flat;12;14;1;37.6;5850000;;Советская ;13А;Салтыковская;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/305905432/;Балашиха;sale;flat;1;3;2;46.0;5890000;; Почтовая;8;Кучино;
Хоум Групп;real_estate_agent;https://balashikha.cian.ru/sale/flat/236715610/;Балашиха;sale;flat;11;17;1;38.0;5850000;; Твардовского;16;Кучино;
Региональное;real_estate_agent;https://balashikha.cian.ru/sale/flat/304370855/;Балашиха;sale;flat;5;24;1;40.0;5850000;; Свердлова;52/2;Щёлковская;
М-С Юбилейная;real_estate_agent;https://balashikha.cian.ru/sale/flat/308224787/;Балашиха;sale;flat;4;5;2;40.9;5850000;; 1 Мая;3А;Железнодорожная;
Светлана Емельянова;realtor;https://balashikha.cian.ru/sale/flat/301435302/;Балашиха;sale;flat;2;5;2;44.5;5850000;;проспект Ленина;61;Салтыковская;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/303621930/;Балашиха;sale;flat;4;17;1;37.9;5950000;; Корнилаева;26;Железнодорожная;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/307807674/;Балашиха;sale;flat;11;17;1;38.8;5999999;; Граничная;36;Ольгино;
Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/308907106/;Балашиха;sale;flat;10;19;1;38.8;5950000;; Дмитриева;26;Первомайская;Алексеевская роща
МИЭЛЬ;real_estate_agent;https://balashikha.cian.ru/sale/flat/308953779/;Балашиха;sale;flat;2;3;2;50.5;6000000;; Крупской;5;Салтыковская;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/305176861/;Балашиха;sale;flat;8;17;1;40.0;6000000;; Твардовского;12;Кучино;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/305176859/;Балашиха;sale;flat;13;17;1;40.0;6000000;; Твардовского;20;Кучино;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/304115749/;Балашиха;sale;flat;11;17;1;38.8;6000000;; Граничная;36;Ольгино;
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/300882334/;Балашиха;sale;flat;3;6;1;33.6;6000000;; Народного ополчения;11;Железнодорожная;Столичный
ИНФИНИТИ;real_estate_agent;https://balashikha.cian.ru/sale/flat/306277162/;Балашиха;sale;flat;22;22;1;33.9;6000000;;шоссе Косинское;7;Ольгино;Новоград Павлино
Монолит Столица;real_estate_agent;https://balashikha.cian.ru/sale/flat/302442782/;Балашиха;sale;flat;13;22;1;36.3;6000000;; Романычева;3;Ольгино;Новоград Павлино
ГОРОБМЕН;real_estate_agent;https://balashikha.cian.ru/sale/flat/302027638/;Балашиха;sale;flat;8;14;2;49.8;6000000;;;39;Ольгино;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/307720261/;Балашиха;sale;flat;15;17;1;38.1;6000000;; Свердлова;38;Щёлковская;
